Unnamed: 0,Norwegian,English
5231,lærd,"erudite, learned"
5232,en kommentator,commentator
5233,militant,militant 
5234,et nettsamfunn,social network service 
5235,å granske,"to examine, study thoroughly"
5236,et dataspill,computer game 
5237,ei styrketrening,weight-training
5238,en kontaktperson,"contact, contact person, liaison "
5239,å lekke,to leak
5240,et menneskeliv,human life 
5241,et enkeltmenneske,individual 
5242,mosjon -en,[the] exercise 
5243,forutsigbarhet -a,[the] predictability 
5244,en innredning,"furnishings, building"
5245,å veksle,to change
5246,å inneha,"to have in one's possession, own"
5247,en dekan,dean (of a university college)
5248,ei telling,"counting, count "
5249,en undergang,"ruin, fall, downfall; subway"
5250,ei fildeling,file sharing 
5251,et helsevern,health care 
5252,å avlegge,"to lay aside, put down"
5253,morsmelk -a,[the] breast milk 
5254,åpenbar,"obvious, apparent"
5255,enhetlig,uniform
5256,å streve,to strive
5257,ei hustru,[lit.] wife
5258,et scenario,scenario 
5259,brasiliansk,Brazilian
5260,en overkropp,upper part of the body 
5261,ei skildring,"picture, description, portrayal "
5262,anstendig,"decent, proper, respectable"
5263,et grunnkurs,"basic course, elementary course "
5264,en lysstyrke,candle power [tech.]
5265,romersk,Roman 
5266,førti,forty
5267,industriell,industrial
5268,å returnere,to return 
5269,en stab,staff 
5271,ubalanse -n,"[the] imbalance, unbalance "
5272,en aktor,counsel for prosecution
5273,å poengtere,"to emphasize, stress "
5274,pynt -en,"[the] decoration, finery "
5275,et onde,"evil, nuisance, complaint, trouble "
5276,prestisje -en,[the] prestige 
5277,lysende,"luminous, shining, bright, (fig) brilliant "
5278,en veterinær,veterinary 
5279,en bag,bag
5280,ei deling,"division, partition"
5281,en lærling,apprentice; pupil
5282,en toppsjef,chief executive 
5283,misfornøyd,"displeased, dissatisfied "
5284,spenn -et,"[the] span, tension, strain "
5285,ei omvisning,"tour, guided tour"
5286,en pakistaner,Pakistani 
5287,slitasje -n,[the] abrasion; wear and tear 
5288,et fagmiljø,specialist environment 
5289,en nyttårsaften,New Year's Eve 
5290,en treningskamp,practice match 
5291,matte -a,[the] mat
5292,å verve,"to recruit, enlist "
5293,å hekte,"to fasten, hook"
5294,kvikksølv -et,"[the] mercury, quicksilver"
5295,en saga,saga 
5296,å oppkalle,to name 
5297,ei vinkling,"angle, position "
5298,en høringsuttalelse,statement
5299,ne -et,[the] wane (of the moon)
5300,en progresjon,progression 
5301,å utveksle,to exchange 
5302,langrenn -et,[the] cross-country race; cross-country skiing
5303,skattemessig,fiscal 
5304,bakre,rear
5305,ei tispe,bitch
5306,fjorten,fourteen
5307,å sjenere,"to bother, handicap, embarrass "
5308,sjømat -en,[the] seafood 
5309,skjønnlitteratur -en,[the] literature
5310,tretti,thirty 
5311,å anføre,"to command, head, lead, adduce"
5312,ei veske,"bag, handbag, satchel "
5313,singel -en,"[the] gravel, pebble "
5314,å beordre,"to assign, order"
5315,versus,versus
5316,å sortere,to sort 
5317,oppfyllelse -n,[the] fulfilment 
5318,dem,them <objective case of de>
5319,implementering -a,[the] implementation 
5320,intensitet -en,[the] intensity
5321,kakao -en,[the] cocoa
5322,utøvende,"executive, creative"
5323,et slit,"toil, drudgery"
5324,motgang -en,[the] hardship
5325,et fotspor,"footprint, tracks"
5326,en appelsin,orange
5327,olivenolje -a,[the] olive oil 
5328,utelukket,"out of the question, impossible"
5329,en dass,[vulgar] toilet
5330,et gruppearbeid,teamwork 
5331,å spytte,to spit 
5332,et beslag,"fittings, mounting, confiscation"
5333,å spesialisere,to specialize 
5334,å utbryte,"to break out, burst out, exclaim "
5335,et eksperiment,experiment
5336,ei strandsone,(geogr) littoral zone 
5337,utpreget,"marked, emphatic, pronounced "
5338,variabel,variable
5339,taushet -en,"[the] silence, taciturnity, secrecy"
5340,en egenart,"peculiarity, oddness"
5341,å sluke,to swallow
5342,ei drøfting,"colloquy, mooting, discussion "
5343,produktiv,productive 
5344,en syklist,cyclist 
5345,adskillig,"a good deal of, considerable,  not a little"
5346,skyfri,cloudless
5347,ei ytring,"utterance, statement, expression"
5348,en mentor,mentor 
5349,et næringsstoff,"nutrient, nutritive substance "
5350,et skjerf,scarf 
5351,ledighet -a,"[the] agility, freeness, ease"
5352,et forskudd,advance
5353,en talerstol,platform 
5354,en kikk,"glimpse, peek; sprain"
5355,et omdømme,"reputation; judgement; opinion, estimation "
5356,skitt -en,"[the] dirt, filth, muck, rubbish, trash "
5357,trav -et,[the] trot 
5358,vantro,unbelieving
5359,følelsesmessig,"emotional, sentimental"
5360,ei forsoning,reconciliation
5361,en anstrengelse,"effort, exertion, strain"
5362,en tenåring,teenager 
5363,opprørt,"indignant, rough, troubled "
5364,en pote,paw
5365,å avslå,"to repel, deny, refuse"
5366,animasjon -en,[the] (film) animation 
5367,et gebyr,fee
5368,å hemme,"to hamper, hinder, restrain"
5369,å stresse,to put under stress 
5370,heltid -a,[the] full time 
5371,ei katte,cat (esp. female)
5372,juice -n,"[the] fruit-juice, juice "
5373,å assosiere,to associate
5374,et juletre,Christmas tree
5375,merkbar,"discernible, perceptible, appreciable, noticeable "
5376,ei avspilling,playing 
5377,interaktiv,interactive 
5378,serbisk,Serbian 
5379,å belønne,"to reward, remunerate"
5380,en brite,Briton
5381,en arbeidsmåte,method of work
5382,popularitet,popularity 
5383,krutt -et,[the] (gun)powder
5384,et garn,"yarn, net"
5385,et drikkevann,drinking water 
5386,en engel,angel
5387,nynorsk -en,[the] New Norwegian
5388,å aldre,"to age, grow old"
5389,bevaring -a,"[the] keeping, preservation, conservation"
5390,olympisk,Olympian
5391,ei innsamling,collection
5392,iskald,"ice-cold, icy"
5393,kynisk,cynical
5394,å bearbeide,"to work, work up, process, adapt"
5395,østlig,eastern 
5396,en sjefredaktør,editor-in-chief 
5397,et kosttilskudd,food supplement 
5398,et studiested,financial aid to students
5399,en størrelsesorden,order of size 
5400,ydmyk,humiliated; humble 
5401,veiledende,"guiding, instructive "
5402,en blits,"blitz, flashlight, flash"
5403,å utstede,"to issue, draw "
5404,hjelpeløs,helpless
5405,en jungel,jungle
5406,en pekepinn,"hint, pointer "
5407,etterspurt,"in demand, popular"
5408,juks -et,"[the] cheating, fudging; junk, trash"
5409,et seil,sail 
5410,ei sivilbefolkning,civilian population 
5411,en tegneserie,"strip, comic strip"
5412,å gjenopprette,"to reestablish, repair, retrieve"
5413,ubevisst,"unconscious, unconsciously "
5414,niende,ninth 
5415,overflødig,"superfluous, redundant "
5416,en bilist,motorist
5417,golf -en,[the] gulf
5418,et testamente,"last will, testament, will "
5419,å gjenvelge,to reelect
5420,ei kulisse,sidewing (of stage set)
5421,en musikkvideo,music video 
5422,en auksjon,auction
5423,et rop,"cry, call, shout "
5424,et forskningsmiljø,research community 
5425,en betennelse,inflammation
5426,et tempel,temple
5427,karakteristisk,characteristic
5428,taushetsplikt -a,[the] professional secrecy
5429,konkurransedyktig,"able to compete, competitive"
5430,et spann,"pail, bucket "
5431,Litauen,Lithuania
5432,en termin,"term, period, instalment "
5433,å sensurere,"to censor, mark, grade "
5434,å utspille,to take place 
5435,overlevelse,survival 
5436,en diabetiker,diabetic 
5437,en faktura,[merc.] invoice
5438,et folkeslag,"people, race"
5439,ei gruppering,"grouping, group division "
5440,et loft,ceiling; attic
5441,et nettmøte,"hub, net hub "
5442,mesterlig,masterly 
5443,utholdenhet -en,"[the] perseverance, endurance "
5444,ei tilkopling,"attachment, connection"
5445,et førerkort,driver's license
5446,menneskeskapt,"anthropogenic, man-made"
5447,ukritisk,uncritical
5448,feminin,"feminine, effeminate"
5449,innmari,"cunning, sly; thoroughgoing"
5450,en borgerkrig,civil war
5451,et samhold,"concord, cohesion, solidarity"
5452,en dannelse,development
5453,en drivhuseffekt,greenhouse effect 
5454,statisk,static 
5455,en ateist,atheist
5456,England ,England 
5457,å implementere,to implement 
5458,spesialundervisning -a,[the] special education 
5459,å stusse,"to trim, crop; be astonished"
5460,ei forsterkning,"reinforcement, strengthening"
5461,å inntreffe,"to happen, occur"
5462,å overlevere,"to deliver, hand over "
5463,en konvensjon,convention
5464,en håndverker,"artisan, craftsman"
5465,etnisitet -en,[the] ethnicity 
5466,en vaffel,waffle 
5467,en energiminister,"Secretary of Energy (US), Minister for Energy (UK"
5468,ei pine,pain; anguish
5469,sovjet -et,[the] Soviet
5470,en fornøyelse,"gratification, pleasure"
5471,informatikk -en,"[the] informatics, computer science"
5472,et mesterverk,masterpiece 
5473,et forskningsresultat,research result 
5474,et statsborgerskap,nationality 
5475,ei såpe,soap 
5476,urovekkende,"disquieting, alarming "
5477,derpå,"thereupon, afterwards"
5478,logistikk -en,[the] logistics 
5479,totalitær,totalitarian 
5480,væske -a,[the] liquid
5481,et visum,visa 
5482,en landsmann,"compatriot, countryman"
5483,et oljeselskap,oil company 
5484,å distribuere,to distribute
5485,en hann,"he, male"
5486,sensitiv,sensitive
5487,å omgås,"to associate with, mix with; interact"
5488,Riksrevisjonen ,the National Audit Office
5489,ei bemanning,"crew, staff, hands "
5490,å frikjenne,"to acquit, exonerate"
5491,en høgskolelektor,assistant professor 
5492,et utall,"countless number, myriad"
5493,husleie -a,[the] rent
5494,å tufte,to lay a foundation
5495,forskjellsbehandling -a,[the] de jure/de facto discrimination 
5496,ei suppe,soup 
5497,et gjenvalg,reelection
5498,en utkant,"edge, fringe, outskirts "
5499,en naturressurs,natural resource 
5500,proff,pro 
5501,Sverige ,Sweden
5502,en entreprenør,contractor
5503,en møteplass,"meeting place, meeting point "
5504,et fartøy,"boat, craft, vessel"
5505,ei dosering,"bank, embankment, slope"
5506,landsbasis -en,[the] på ~ = on a national scale (or basis)
5507,en lesesal,reading room
5508,en journal,"journal, logbook"
5509,en motpart,"adversary, opponent"
5510,et hovedkvarter,[mil.] general headquarters
5511,mais -en,"[the] corn, maize"
5512,en terrasse,terrace 
5513,friidrett -en,[the] track (sports); athletics 
5514,et selvbilde,self-image
5515,forrang -en,[the] prededence
5516,vag,vague 
5517,vannkraft -a,[the] hydraulic power
5518,å mette,"to saturate, fill, satisfy, satiate"
5519,en gjerningsmann,"crimimal, culprit"
5520,gedigen,"(of metals) pure, solid, sterling"
5521,en skoledag,school day 
5522,ridning -a,"[the] riding, equitation "
5523,å underholde,"to entertain; maintain, support"
5524,et fangenskap,"captivity, imprisonment"
5525,et videokamera,video camera 
5526,en lettelse,"relief, clearing up"
5527,en forholdsregel,"measure, precaution"
5528,et fosterhjem,"foster care, foster home "
5529,en miljøvernminister,Environment Secretary 
5530,et læringsmål,learning objective/aim 
5531,å tilføye,to add; cause
5532,australsk,Australian
5533,en overdose,overdose 
5534,fastland -et,"[the] mainland, continent"
5535,å forkaste,"to reject, turn down"
5536,å samsvare,"to correspond, coincide"
5537,å trille,to roll
5538,en tilbakegang,"decrease, fall, setback"
5539,utenforstående,outsider
5540,å kapre,"to capture, grab"
5541,en penis,penis 
5542,påkjørt,hit (by a car)
5543,ei gulrot,carrot
5544,å vektlegge,to emphasize
5545,kirurgi -en,[the] surgery
5546,et særpreg,distinctive stamp 
5547,en dialekt,dialect
5548,en fuglehund,"bird dog, spaniel, setter "
5549,å vokte,"to guard, watch "
5550,en drink,drink (of hard liquor)
5551,ei husholdning,"housekeeping, household"
5552,meningsfylt,meaningful 
5553,maksimum -et,[the] maximum
5554,slem,naughty
5555,en pult,desk 
5556,nitrogen -et,[the] nitrogen 
5557,en refusjon,"refund, reimbursement"
5558,landsdekkende,"national, nationwide"
5559,akk,alas
5560,forleden,"the other (day, evening, etc.)"
5561,en motorsykkel,motor cycle 
5562,forrykende,"furious, tremendous"
5563,et mannfolk,"male, man"
5564,et medmenneske,fellow (human) being
5565,særklasse -a,[the] special class 
5566,et forlik,"agreement, conciliation"
5567,oppunder,up under 
5568,en pirat,pirate
5569,forbigående,"passing, temporary"
5570,en skikk,"custom, usage, practice "
5571,å utelate,"to omit, leave out, skip "
5572,festlig,"ceremonious, festive"
5573,å avstå,"to abstain, desist"
5574,å blotte,"to expose, lay bare"
5575,en seniorrådgiver,(senior) advisor 
5576,en yngel,"fry, spawn"
5577,en pinne,"stick, perch"
5578,en utvei,way out
5579,et familieliv,"domestic life, home life"
5581,et reglement,"rules, regulations "
5582,ei bøtte,bucket
5583,produktivitet -en,[the] productivity 
5584,en sivilisasjon,civilization 
5585,en hvitløk,garlic
5586,et innskudd,"insertion, interpolation"
5587,rådgivende,"advisory, consultative "
5588,en ponni,pony 
5589,en skoleelev,pupil
5590,en velferdsstat,welfare state 
5591,ei gardin,"curtain, blind, drape"
5592,en kildekode,source code 
5593,ei kvalifisering,qualification 
5594,å pådra,to bring on 
5595,en knekk,"bend, bow; crack"
5596,påfyll -et,[the] fill-up; second helping
5597,en seriekamp,"(fotball) league match, series match"
5598,en entusiasme,enthusiasm
5599,å overstå,"to get over, get through "
5600,en fjernkontroll,remote control
5601,et varamedlem,deputy board member
5602,et bokmerke,bookmark
5603,især,"especially, particularly"
5604,unektelig,undeniable
5605,å sprenge,"to break, burst, blow up"
5606,et løft,lift; big effort
5607,å undervurdere,"to underrate, underestimate"
5608,særs,special 
5609,et øk,[gammel hest] nag 
5610,arbeidsledig,"out of work, unemployed"
5611,et korps,corps; band
5612,ei bemerkning,remark
5613,et gavekort,gift certificate
5614,nødvendighet -a,[the] necessity
5615,en tidsalder,"age, era "
5616,ei hake,chin
5617,bakerst,"farthest back, hindmost, last"
5618,en slave,slave 
5619,en spiseforstyrrelse,eating disorder 
5620,overdreven,"exaggerated, excessive"
5621,ei dobling,"doubling, double "
5622,et entreprenørskap,entrepreneurship 
5623,ei boble,bubble
5624,dagslys -et,[the] daylight
5625,et fremskritt,"advance, headway, development"
5626,ei pulje,"group, heat "
5627,en kulturarv,cultural heritage
5628,å muliggjøre,"to make possible, render possible"
5629,en fiasko,"failure, fiasco"
5630,et kondom,condom 
5631,et sug,suction 
5632,en korreksjon,[astron.] correction
5633,kunstgress -et,[the] artificial grass 
5634,et troll,troll
5635,å gjære,to ferment
5636,et idol,idol 
5637,et fjes,face
5638,en samarbeidsavtale,agreement on co-operation 
5639,å fremføre,"to present, put on, offer"
5640,en giv,"deal, initiative, effort, attempt, action "
5641,mistenkelig,suspicious 
5642,ei flis,"chip, sliver, splinter"
5643,ei løve,lion
5644,en ambassadør,ambassador
5645,å eksponere,to expose
5646,en avdelingsdirektør,"assistant director, head of department "
5647,tapper,brave 
5648,å opphøre,to cease
5649,realisme -n,[the] realism 
5650,ei ert,pea
5651,ei blødning,bleeding
5652,ei styringsrente,right/freedom to manage
5653,en brosjyre,"brochure, leaflet"
5654,en landsdel,"part of the country, section"
5655,tradisjonsrik,"rich in tradition, long-established "
5656,å reklamere,"to complain, claim; advertise "
5657,en tilførsel,"supply, feed, entry, addition"
5658,å eksperimentere,to experiment
5659,en skapning,"creature, creation "
5660,brennevin -en,"[the] brandy, (hard) liquor"
5661,en note,musical note; annotation 
5662,opptatt,"engaged, occupied"
5663,et driftsresultat,trading result 
5664,en union,"union, alliance"
5665,en skattyter,taxpayer
5666,et hormon,hormone
5667,et avløp,"outlet, vent"
5668,ei enke,widow
5669,ei ringvirkning,"ripple effect(s), spillover effect(s)"
5670,å krasje,to crash
5671,uunngåelig,inevitable 
5672,en etterforsker,investigator 
5673,et ikon,icon
5674,en deig,"dough, doughy mass"
5675,et bortelag,away team
5676,ei underside,underside 
5677,hissig,"ardent, eager"
5678,et konsern,"concern, trust; cartel"
5679,et samband,"communication, connection, union "
5680,et klapp,clap; pounding; slap; patting
5681,å fornekte,"to deny, renounce"
5682,erotisk,erotic
5683,et ukeblad,"weekly, weekly paper "
5684,munter,"cheerful, merry"
5685,å redegjøre,"to give an account, account for "
5686,et skilt,"sign, plate"
5687,å forverre,to worsen
5688,et forprosjekt,"pilot study, preliminary study"
5689,pålitelig,"responsible, reliable, dependable"
